"Name","Address","City","State","ZIP/Postal","Phone","BusCode","BusOrRes","SolicitFlag","BusType","Last Name","First Name","Middle Initial","Suffix","Secondary Name","URL","Country"
"A Taste of Saigon","","Yellowknife","NT","X1A","867-873-9786","0","B","N","","","","","","","","CA"
"A Taste of Saigon","4913 50 St","Yellowknife","NT","X1A","867-873-9777","194330","B","","RESTAURANT CARRY OUT FOODS","","","","","","","CA"
"A Taste of Saigon","4913 50 St","Yellowknife","NT","X1A","867-873-9777","195251","B","","RESTAURANTS","","","","","","","CA"
"A Touch of Color Ltd","","Inuvik","NT","X0E","867-777-3200","41230","B","N","BUILDERS & CONTRACTORS","","","","","","","CA"
"A Touch of Color Ltd","82 Industrial Rd","Inuvik","NT","X0E","867-777-4243","35070","B","",""BLINDS MINI, VENETIAN, VERTICAL, HORIZONTAL, ETC"","","","","","","","CA"
"A Touch of Color Ltd","82 Industrial Rd","Inuvik","NT","X0E","867-777-4243","94920","B","","FLOOR MATERIALS & LAYING","","","","","","","CA"
"A Touch of Color Ltd","82 Industrial Rd","Inuvik","NT","X0E","867-777-4243","164440","B","","PAINT & PAINTERS SUPLS","","","","","","","CA"
"Abe Miller Centre","","Yellowknife","NT","X1A","867-920-2348","0","B","N","","","","","","","","CA"
"Abe Miller Centre","4912 53 St","Yellowknife","NT","X1A","867-873-2218","216940","B","","SOCIAL & HUMAN SERVICES ORGANIZATIONS","","","","","","","CA"
"Aber Diamonds","","Yellowknife","NT","X1A","867-920-4117","141560","B","N","MANAGEMENT CONSULTANTS","","","","","","","CA"
"Aber Diamonds","","Yellowknife","NT","X1A","867-920-7058","0","B","N","","","","","","","","CA"
"Aboriginal Affairs","","Fort Simpson","NT","X0E","867-695-2627","108140","B","N","GOVERNMENT OFFICES FEDERAL","","","","","","","CA"
"Aboriginal Affairs","","Fort Smith","NT","X0E","867-872-2558","108140","B","N","GOVERNMENT OFFICES FEDERAL","","","","","","","CA"
"Aboriginal Affairs","","Hay River","NT","X0E","867-874-6994","108140","B","N","GOVERNMENT OFFICES FEDERAL","","","","","","","CA"
"Aboriginal Affairs","","Inuvik","NT","X0E","867-777-3361","108140","B","N","GOVERNMENT OFFICES FEDERAL","","","","","","","CA"
"Aboriginal Affairs","","Norman Wells","NT","X0E","867-587-2911","108140","B","N","GOVERNMENT OFFICES FEDERAL","","","","","","","CA"
"Aboriginal Affairs","","Yellowknife","NT","X1A","867-669-2466","108140","B","N","GOVERNMENT OFFICES FEDERAL","","","","","","","CA"
"Aboriginal Affairs","","Yellowknife","NT","X1A","867-669-2501","108140","B","N","GOVERNMENT OFFICES FEDERAL","","","","","","","CA"
"Aboriginal Affairs","","Yellowknife","NT","X1A","867-669-2511","108140","B","N","GOVERNMENT OFFICES FEDERAL","","","","","","","CA"
"Aboriginal Affairs","","Yellowknife","NT","X1A","867-669-2552","108140","B","N","GOVERNMENT OFFICES FEDERAL","","","","","","","CA"
"Aboriginal Affairs","","Yellowknife","NT","X1A","867-669-2554","108140","B","N","GOVERNMENT OFFICES FEDERAL","","","","","","","CA"
"Aboriginal Affairs","","Yellowknife","NT","X1A","867-669-2565","108140","B","N","GOVERNMENT OFFICES FEDERAL","","","","","","","CA"
"Aboriginal Affairs","","Yellowknife","NT","X1A","867-669-2571","108140","B","N","GOVERNMENT OFFICES FEDERAL","","","","","","","CA"
"Aboriginal Affairs","","Yellowknife","NT","X1A","867-669-2576","108140","B","N","GOVERNMENT OFFICES FEDERAL","","","","","","","CA"
"Aboriginal Affairs","","Yellowknife","NT","X1A","867-669-2602","108140","B","N","GOVERNMENT OFFICES FEDERAL","","","","","","","CA"
"Aboriginal Affairs","","Yellowknife","NT","X1A","867-669-2617","108140","B","N","GOVERNMENT OFFICES FEDERAL","","","","","","","CA"
"Aboriginal Affairs","","Yellowknife","NT","X1A","867-669-2630","108140","B","N","GOVERNMENT OFFICES FEDERAL","","","","","","","CA"
"Aboriginal Affairs","","Yellowknife","NT","X1A","867-669-2671","108140","B","N","GOVERNMENT OFFICES FEDERAL","","","","","","","CA"
"Aboriginal Affairs","","Yellowknife","NT","X1A","867-669-2691","108140","B","N","GOVERNMENT OFFICES FEDERAL","","","","","","","CA"
"Aboriginal Affairs","","Yellowknife","NT","X1A","867-669-2709","108140","B","N","GOVERNMENT OFFICES FEDERAL","","","","","","","CA"
"Aboriginal Affairs","","Yellowknife","NT","X1A","867-669-2761","108140","B","N","GOVERNMENT OFFICES FEDERAL","","","","","","","CA"
"Aboriginal Affairs","","Yellowknife","NT","X1A","867-873-0114","108140","B","N","GOVERNMENT OFFICES FEDERAL","","","","","","","CA"
"Aboriginal Affairs","","Yellowknife","NT","X1A","867-873-0233","108140","B","N","GOVERNMENT OFFICES FEDERAL","","","","","","","CA"
"Aboriginal Affairs","","Yellowknife","NT","X1A","867-873-0540","108140","B","N","GOVERNMENT OFFICES FEDERAL","","","","","","","CA"
"Aboriginal Affairs","","Yellowknife","NT","X1A","867-873-0593","108140","B","N","GOVERNMENT OFFICES FEDERAL","","","","","","","CA"
"Aboriginal Affairs","","Yellowknife","NT","X1A","867-873-0609","108140","B","N","GOVERNMENT OFFICES FEDERAL","","","","","","","CA"
"Aboriginal Affairs","","Yellowknife","NT","X1A","867-873-7130","108140","B","N","GOVERNMENT OFFICES FEDERAL","","","","","","","CA"
"Aboriginal Affairs","","Yellowknife","NT","X1A","867-873-7139","108140","B","N","GOVERNMENT OFFICES FEDERAL","","","","","","","CA"
"Aboriginal Affairs","","Yellowknife","NT","X1A","867-873-7143","108140","B","N","GOVERNMENT OFFICES FEDERAL","","","","","","","CA"
"Aboriginal Affairs","","Yellowknife","NT","X1A","867-873-7189","108140","B","N","GOVERNMENT OFFICES FEDERAL","","","","","","","CA"
"Aboriginal Affairs","","Yellowknife","NT","X1A","867-873-7319","108140","B","N","GOVERNMENT OFFICES FEDERAL","","","","","","","CA"
"Aboriginal Affairs","","Yellowknife","NT","X1A","867-873-7398","108140","B","N","GOVERNMENT OFFICES FEDERAL","","","","","","","CA"
"Aboriginal Affairs","","Yellowknife","NT","X1A","867-873-7582","108140","B","N","GOVERNMENT OFFICES FEDERAL","","","","","","","CA"
"Aboriginal Affairs","","Yellowknife","NT","X1A","867-920-2756","108140","B","N","GOVERNMENT OFFICES FEDERAL","","","","","","","CA"
"Aboriginal Affairs","","Yellowknife","NT","X1A","867-920-3197","108140","B","N","GOVERNMENT OFFICES FEDERAL","","","","","","","CA"
"Aboriginal Affairs","","Yellowknife","NT","X1A","867-920-3289","108140","B","N","GOVERNMENT OFFICES FEDERAL","","","","","","","CA"
"Aboriginal Affairs","","Yellowknife","NT","X1A","867-920-6989","108140","B","N","GOVERNMENT OFFICES FEDERAL","","","","","","","CA"
"Aboriginal Diamonds Group","","Yellowknife","NT","X1A","867-920-2312","0","B","N","","","","","","","","CA"
"Aboriginal Diamonds Group","","Yellowknife","NT","X1A","867-920-2877","0","B","N","","","","","","","","CA"
"Aboriginal Engineering","","Rae Edzo","NT","X0E","867-392-6303","0","B","N","","","","","","","","CA"
"Aboriginal Engineering","304 Wenazi Tili","Rae Edzo","NT","X0E","867-392-6413","83790","B","","ENGINEERS CONSULTING","","","","","","","CA"
"Aboriginal Engineering Ltd","","Yellowknife","NT","X1A","867-669-9482","0","B","N","","","","","","","","CA"
"Aboriginal Engineering Ltd","100 Borden Dr","Yellowknife","NT","X1A","867-669-9481","41230","B","","BUILDERS & CONTRACTORS","","","","","","","CA"
"Aboriginal Engineering Ltd","100 Borden Dr","Yellowknife","NT","X1A","867-669-9481","83790","B","","ENGINEERS CONSULTING","","","","","","","CA"
"Aboriginal Financial Officers Associ","","Yellowknife","NT","X1A","867-766-3062","0","B","N","","","","","","","","CA"
"Aboriginal Financial Officers Associ","","Yellowknife","NT","X1A","867-766-3063","0","B","N","","","","","","","","CA"
"Aboriginal Head Start","","Yellowknife","NT","X1A","867-669-0170","112370","B","N","HEAD START CENTERS","","","","","","","CA"
"Aboriginal Head Start","","Yellowknife","NT","X1A","867-669-0975","92770","B","N","FIRST NATIONS ORGANIZATIONS","","","","","","","CA"
"Aboriginal Headstart Program","","Hay River","NT","X0E","867-874-6548","112370","B","N","HEAD START CENTERS","","","","","","","CA"
"Aboriginal Healing Foundation","5509 47 St","Yellowknife","NT","X1A","867-766-4219","0","B","","","","","","","","","CA"
"Aboriginal Peoples Television Netw","","Yellowknife","NT","X1A","867-873-2862","232020","B","N","TELEVISION BROADCASTING COMPANIES & STATIONS","","","","","","","CA"
"Aboriginal Peoples Television Netw","","Yellowknife","NT","X1A","867-873-3786","0","B","N","","","","","","","","CA"
"Aboriginal Summit","","Yellowknife","NT","X1A","867-669-7945","92770","B","N","FIRST NATIONS ORGANIZATIONS","","","","","","","CA"
"Aboriginal Summit","","Yellowknife","NT","X1A","867-669-7950","0","B","N","","","","","","","","CA"
"Above & Beyond Magazine","","Yellowknife","NT","X1A","867-766-5167","0","B","N","","","","","","","","CA"
"Academy of Learning","","Yellowknife","NT","X1A","867-920-2253","60480","B","N","COMPUTERS SVC & CONSULTANTS","","","","","","","CA"
"Academy of Learning","4921 49 St","Yellowknife","NT","X1A","867-669-2020","704631","B","","ACADEMY OF LEARNING EDUCATIONAL SERV","","","","","","","CA"
"Access To Information","","Yellowknife","NT","X1A","867-669-7901","108140","B","N","GOVERNMENT OFFICES FEDERAL","","","","","","","CA"
"Access To Information","","Yellowknife","NT","X1A","867-873-0100","108140","B","N","GOVERNMENT OFFICES FEDERAL","","","","","","","CA"
"Access To Information","","Yellowknife","NT","X1A","867-873-0115","108140","B","N","GOVERNMENT OFFICES FEDERAL","","","","","","","CA"
"Access To Information","","Yellowknife","NT","X1A","867-873-0128","108140","B","N","GOVERNMENT OFFICES FEDERAL","","","","","","","CA"
"Access To Information","","Yellowknife","NT","X1A","867-873-0152","108140","B","N","GOVERNMENT OFFICES FEDERAL","","","","","","","CA"
"Access To Information","","Yellowknife","NT","X1A","867-873-0233","108140","B","N","GOVERNMENT OFFICES FEDERAL","","","","","","","CA"
"Access To Information","","Yellowknife","NT","X1A","867-873-0279","108140","B","N","GOVERNMENT OFFICES FEDERAL","","","","","","","CA"
"Access To Information","","Yellowknife","NT","X1A","867-873-0283","108140","B","N","GOVERNMENT OFFICES FEDERAL","","","","","","","CA"
"Access To Information","","Yellowknife","NT","X1A","867-873-0307","108140","B","N","GOVERNMENT OFFICES FEDERAL","","","","","","","CA"
"Access To Information","","Yellowknife","NT","X1A","867-873-0414","108140","B","N","GOVERNMENT OFFICES FEDERAL","","","","","","","CA"
"Access To Information","","Yellowknife","NT","X1A","867-873-0484","108140","B","N","GOVERNMENT OFFICES FEDERAL","","","","","","","CA"
"Access To Information","","Yellowknife","NT","X1A","867-873-7015","108140","B","N","GOVERNMENT OFFICES FEDERAL","","","","","","","CA"
"Access To Information","","Yellowknife","NT","X1A","867-873-7100","108140","B","N","GOVERNMENT OFFICES FEDERAL","","","","","","","CA"
"Access To Information","","Yellowknife","NT","X1A","867-873-7164","108140","B","N","GOVERNMENT OFFICES FEDERAL","","","","","","","CA"
"Access To Information","","Yellowknife","NT","X1A","867-873-7532","108140","B","N","GOVERNMENT OFFICES FEDERAL","","","","","","","CA"
"Access To Information","","Yellowknife","NT","X1A","867-873-7719","108140","B","N","GOVERNMENT OFFICES FEDERAL","","","","","","","CA"
"Access To Information","","Yellowknife","NT","X1A","867-920-2756","108140","B","N","GOVERNMENT OFFICES FEDERAL","","","","","","","CA"
"Access To Information","","Yellowknife","NT","X1A","867-920-3092","108140","B","N","GOVERNMENT OFFICES FEDERAL","","","","","","","CA"
"Access To Information","","Yellowknife","NT","X1A","867-920-3251","108140","B","N","GOVERNMENT OFFICES FEDERAL","","","","","","","CA"
"Access To Information","","Yellowknife","NT","X1A","867-920-3459","108140","B","N","GOVERNMENT OFFICES FEDERAL","","","","","","","CA"
"Access To Information","","Yellowknife","NT","X1A","867-920-6364","108140","B","N","GOVERNMENT OFFICES FEDERAL","","","","","","","CA"
"Access To Information","","Yellowknife","NT","X1A","867-920-6561","108140","B","N","GOVERNMENT OFFICES FEDERAL","","","","","","","CA"
"Access To Information","","Yellowknife","NT","X1A","867-920-8644","108140","B","N","GOVERNMENT OFFICES FEDERAL","","","","","","","CA"
"Access To Information","","Yellowknife","NT","X1A","867-920-8962","108140","B","N","GOVERNMENT OFFICES FEDERAL","","","","","","","CA"
"Access To Information & Privacy Commiss","","Yellowknife","NT","X1A","867-669-0976","0","B","N","","","","","","","","CA"
"Accidents","","Yellowknife","NT","X1A","867-669-4439","108140","B","N","GOVERNMENT OFFICES FEDERAL","","","","","","","CA"
"Accidents","","Yellowknife","NT","X1A","867-873-0262","108140","B","N","GOVERNMENT OFFICES FEDERAL","","","","","","","CA"
"Accidents","","Yellowknife","NT","X1A","867-873-0426","108140","B","N","GOVERNMENT OFFICES FEDERAL","","","","","","","CA"
"Accidents","","Yellowknife","NT","X1A","867-873-6924","108140","B","N","GOVERNMENT OFFICES FEDERAL","","","","","","","CA"
"Accidents","","Yellowknife","NT","X1A","867-873-7460","108140","B","N","GOVERNMENT OFFICES FEDERAL","","","","","","","CA"
"Accidents","","Yellowknife","NT","X1A","867-920-8130","108140","B","N","GOVERNMENT OFFICES FEDERAL","","","","","","","CA"
"Accounting Plus Ltd","4915 48th St","Yellowknife","NT","X1A","867-920-4545","10490","B","","ACCOUNTING & BOOKKEEPING SYSTEMS","","","","","","","CA"
"Accounting Plus Ltd","4915 48th St","Yellowknife","NT","X1A","867-920-4545","141560","B","","MANAGEMENT CONSULTANTS","","","","","","","CA"
"Ace Enterprises Ltd","","Yellowknife","NT","X1A","867-873-6572","0","B","N","","","","","","","","CA"
"Ace Enterprises Ltd","","Yellowknife","NT","X1A","867-920-2082","41230","B","N","BUILDERS & CONTRACTORS","","","","","","","CA"
"Ace Enterprises Ltd","","Yellowknife","NT","X1A","867-920-2082","198050","B","N","ROAD & HIGHWAY CONTRACTORS & CONSTRUCTION","","","","","","","CA"
"Ace Enterprises Ltd","","Yellowknife","NT","X1A","867-920-2082","201160","B","N","SAND & GRAVEL","","","","","","","CA"
"Ace Enterprises Ltd","","Yellowknife","NT","X1A","867-920-2082","210150","B","N","SEWER CONSTRUCTION CONTRACTORS","","","","","","","CA"
"Ace Enterprises Ltd","","Yellowknife","NT","X1A","867-920-2082","216280","B","N","SNOW PLOWING & REMOVAL SERVICE","","","","","","","CA"
"Ace Enterprises Ltd","","Yellowknife","NT","X1A","867-920-2082","241840","B","N","TRUCKING COMPANIES","","","","","","","CA"
"Acho Dene Koe","","Fort Liard","NT","X0G","867-770-3200","0","B","N","","","","","","","","CA"
"Acho Dene Koe","","Fort Liard","NT","X0G","867-770-4141","20670","B","N","ASSOCIATIONS SOCIETIES & FOUNDATIONS","","","","","","","CA"
"Acho Dene Koe","","Fort Liard","NT","X0G","867-770-4144","0","B","N","","","","","","","","CA"
"Acho Dene Koe","","Fort Liard","NT","X0G","867-770-4871","184540","B","N","PROBATION SERVICES","","","","","","","CA"
"Acho-Dene Native Crafts","","Fort Liard","NT","X0G","867-770-4160","0","B","N","","","","","","","","CA"
"Acho-Dene Native Crafts","","Fort Liard","NT","X0G","867-770-4161","19890","B","N","ARTS & CRAFTS SHOPS","","","","","","","CA"
"Acho-Dene Native Crafts","","Fort Liard","NT","X0G","867-770-4161","134830","B","N","LEATHER GOODS","","","","","","","CA"
"Acklands-Grainger Inc","","Inuvik","NT","X0E","867-777-4558","122940","B","N","INDUSTRIAL EQUIP & SUPLS","","","","","","","CA"
"Acklands-Grainger Inc","","Inuvik","NT","X0E","867-777-4558","200560","B","N","SAFETY EQUIP & CLOTHING","","","","","","","CA"
"Acklands-Grainger Inc","","Inuvik","NT","X0E","867-777-4558","253270","B","N","WELDING EQUIP & SUPLS RETAIL","","","","","","","CA"
"Acklands-Grainger Inc","23 Navy Rd","Inuvik","NT","X0E","867-777-2624","122940","B","","INDUSTRIAL EQUIP & SUPLS","","","","","","","CA"
"Acklands-Grainger Inc","23 Navy Rd","Inuvik","NT","X0E","867-777-2624","200560","B","","SAFETY EQUIP & CLOTHING","","","","","","","CA"
"Acklands-Grainger Inc","23 Navy Rd","Inuvik","NT","X0E","867-777-2624","253270","B","","WELDING EQUIP & SUPLS RETAIL","","","","","","","CA"
"Acklands-Grainger Inc","","Yellowknife","NT","X1A","867-873-4106","122940","B","N","INDUSTRIAL EQUIP & SUPLS","","","","","","","CA"
"Acklands-Grainger Inc","","Yellowknife","NT","X1A","867-873-4106","200560","B","N","SAFETY EQUIP & CLOTHING","","","","","","","CA"
"Acklands-Grainger Inc","","Yellowknife","NT","X1A","867-873-4106","253270","B","N","WELDING EQUIP & SUPLS RETAIL","","","","","","","CA"
"Acklands-Grainger Inc","324 Old Airport Rd","Yellowknife","NT","X1A","867-873-4100","122940","B","","INDUSTRIAL EQUIP & SUPLS","","","","","","","CA"
"Acklands-Grainger Inc","324 Old Airport Rd","Yellowknife","NT","X1A","867-873-4100","200560","B","","SAFETY EQUIP & CLOTHING","","","","","","","CA"
"Acklands-Grainger Inc","324 Old Airport Rd","Yellowknife","NT","X1A","867-873-4100","253270","B","","WELDING EQUIP & SUPLS RETAIL","","","","","","","CA"
"Acme Analytical Labs Ltd","","Yellowknife","NT","X1A","867-873-9484","0","B","N","","","","","","","","CA"
"Acme Analytical Labs Ltd","","Yellowknife","NT","X1A","867-873-9490","0","B","N","","","","","","","","CA"
"Action Steaming Services","","Yellowknife","NT","X1A","867-444-6775","0","B","N","","","","","","","","CA"
"Active Service & Maintenance Ltd","3532 McDonald Dr","Yellowknife","NT","X1A","867-920-4001","0","B","","","","","","","","","CA"
"Adam Dental Clinic","","Yellowknife","NT","X1A","867-873-1250","71770","B","N","DENTISTS","","","","","","","CA"
"Adam Dental Clinic","","Yellowknife","NT","X1A","867-873-2775","71770","B","N","DENTISTS","","","","","","","CA"
"Adam Dental Clinic","","Yellowknife","NT","X1A","867-920-2775","71770","B","N","DENTISTS","","","","","","","CA"
"Adam Dental Clinic","5209 50 Ave","Yellowknife","NT","X1A","867-873-2775","71770","B","","DENTISTS","","","","","","","CA"
"Adam H M Dr Dent","5209 50 Ave","Yellowknife","NT","X1A","867-873-2775","71770","B","","DENTISTS","","","","","","","CA"
"Adanac Management Ltd","5102 51 St","Yellowknife","NT","X1A","867-873-8275","38090","B","","BOOKKEEPING SERVICES","","","","","","","CA"
"Adco North Limited","","Yellowknife","NT","X1A","867-873-5557","0","B","N","","","","","","","","CA"
"Adco North Limited","","Yellowknife","NT","X1A","867-873-6695","0","B","N","","","","","","","","CA"
"Adco North Limited","10 Nahanni Dr","Yellowknife","NT","X1A","867-873-5517","78890","B","","ELECTRIC CONTRACTORS","","","","","","","CA"
"Adco North Limited","10 Nahanni Dr","Yellowknife","NT","X1A","867-873-5517","263386","B","","MECHANICAL CONTRACTORS","","","","","","","CA"
"Addictions","","Colville Lake","NT","X0E","867-709-2200","20670","B","N","ASSOCIATIONS SOCIETIES & FOUNDATIONS","","","","","","","CA"
"Addictions","","Colville Lake","NT","X0E","867-709-2200","92770","B","N","FIRST NATIONS ORGANIZATIONS","","","","","","","CA"
"Addictions","","Colville Lake","NT","X0E","867-709-2200","108140","B","N","GOVERNMENT OFFICES FEDERAL","","","","","","","CA"
"Addictions","","Deline","NT","X0E","867-589-3412","108140","B","N","GOVERNMENT OFFICES FEDERAL","","","","","","","CA"
"Addictions","","Deline","NT","X0E","867-589-4701","262136","B","N","ADDICTION INFORMATION & TREATMENT CENTERS","","","","","","","CA"
"Addictions","","Deline","NT","X0E","867-589-4701","108140","B","N","GOVERNMENT OFFICES FEDERAL","","","","","","","CA"
"Addictions","","Fort Good Hope","NT","X0E","867-598-2034","108140","B","N","GOVERNMENT OFFICES FEDERAL","","","","","","","CA"
"Addictions","","Fort Good Hope","NT","X0E","867-598-2352","262136","B","N","ADDICTION INFORMATION & TREATMENT CENTERS","","","","","","","CA"
"Addictions","","Fort Good Hope","NT","X0E","867-598-2352","108140","B","N","GOVERNMENT OFFICES FEDERAL","","","","","","","CA"
"Addictions","","Fort Good Hope","NT","X0E","867-598-2513","108140","B","N","GOVERNMENT OFFICES FEDERAL","","","","","","","CA"
"Addictions","","Fort McPherson","NT","X0E","867-952-2245","108140","B","N","GOVERNMENT OFFICES FEDERAL","","","","","","","CA"
"Addictions","","Fort McPherson","NT","X0E","867-952-2722","108140","B","N","GOVERNMENT OFFICES FEDERAL","","","","","","","CA"
"Addictions","","Fort Providence","NT","X0E","867-699-3421","108140","B","N","GOVERNMENT OFFICES FEDERAL","","","","","","","CA"
"Addictions","","Fort Providence","NT","X0E","867-699-3505","108140","B","N","GOVERNMENT OFFICES FEDERAL","","","","","","","CA"
"Addictions","","Fort Resolution","NT","X0E","867-394-3114","108140","B","N","GOVERNMENT OFFICES FEDERAL","","","","","","","CA"
"Addictions","","Fort Resolution","NT","X0E","867-394-4291","262136","B","N","ADDICTION INFORMATION & TREATMENT CENTERS","","","","","","","CA"
"Addictions","","Fort Resolution","NT","X0E","867-394-4291","108140","B","N","GOVERNMENT OFFICES FEDERAL","","","","","","","CA"
"Addictions","","Fort Simpson","NT","X0E","867-695-7071","108140","B","N","GOVERNMENT OFFICES FEDERAL","","","","","","","CA"
"Addictions","","Fort Simpson","NT","X0E","867-695-7091","108140","B","N","GOVERNMENT OFFICES FEDERAL","","","","","","","CA"
"Addictions","","Fort Smith","NT","X0E","867-872-2923","108140","B","N","GOVERNMENT OFFICES FEDERAL","","","","","","","CA"
"Addictions","","Fort Smith","NT","X0E","867-872-2927","108140","B","N","GOVERNMENT OFFICES FEDERAL","","","","","","","CA"
"Addictions","","Fort Smith","NT","X0E","867-872-6200","108140","B","N","GOVERNMENT OFFICES FEDERAL","","","","","","","CA"
"Addictions","","Fort Smith","NT","X0E","867-872-6200","118670","B","N","HOSPITALS","","","","","","","CA"
"Addictions","","Hay River","NT","X0E","867-874-2446","262136","B","N","ADDICTION INFORMATION & TREATMENT CENTERS","","","","","","","CA"
"Addictions","","Hay River","NT","X0E","867-874-2446","108140","B","N","GOVERNMENT OFFICES FEDERAL","","","","","","","CA"
"Addictions","","Hay River","NT","X0E","867-874-2838","108140","B","N","GOVERNMENT OFFICES FEDERAL","","","","","","","CA"
"Addictions","","Hay River","NT","X0E","867-874-3922","108140","B","N","GOVERNMENT OFFICES FEDERAL","","","","","","","CA"
"Addictions","","Hay River","NT","X0E","867-874-6305","108140","B","N","GOVERNMENT OFFICES FEDERAL","","","","","","","CA"
"Addictions","","Hay River","NT","X0E","867-874-6611","108140","B","N","GOVERNMENT OFFICES FEDERAL","","","","","","","CA"
"Addictions","","Hay River","NT","X0E","867-874-6699","262136","B","N","ADDICTION INFORMATION & TREATMENT CENTERS","","","","","","","CA"
"Addictions","","Hay River","NT","X0E","867-874-6699","104770","B","N","GIFTS","","","","","","","CA"
"Addictions","","Hay River","NT","X0E","867-874-6699","108140","B","N","GOVERNMENT OFFICES FEDERAL","","","","","","","CA"
"Addictions","","Holman","NT","X0E","867-396-4001","108140","B","N","GOVERNMENT OFFICES FEDERAL","","","","","","","CA"
"Addictions","","Holman","NT","X0E","867-396-4417","108140","B","N","GOVERNMENT OFFICES FEDERAL","","","","","","","CA"
"Addictions","","Inuvik","NT","X0E","867-777-8000","108140","B","N","GOVERNMENT OFFICES FEDERAL","","","","","","","CA"
