"Name","Address","City","State","ZIP/Postal","Phone","BusCode","BusOrRes","SolicitFlag","BusType","Last Name","First Name","Middle Initial","Suffix","Secondary Name","URL","Country"
"4th Avenue Petro-Canada","","Whitehorse","YT","Y1A","867-667-4366","262454","B","N","OIL & GAS COMPANIES","","","","","","","CA"
"4th Avenue Petro-Canada","4211 4th Ave","Whitehorse","YT","Y1A","867-667-4003","262454","B","","OIL & GAS COMPANIES","","","","","","","CA"
"5th Ave Taxi","","Whitehorse","YT","Y1A","867-667-4111","14720","B","N","AIRPORT TRANSPORTATION & PARKING SERVICE","","","","","","","CA"
"5th Ave Taxi","","Whitehorse","YT","Y1A","867-667-4111","229840","B","N","TAXICABS & TRANSPORTATION SERVICE","","","","","","","CA"
"5th Ave Taxi","","Whitehorse","YT","Y1A","867-668-4111","0","B","N","","","","","","","","CA"
"5th Avenue Bed & Breakfast","702 5 Ave","Dawson","YT","Y0B","867-993-5941","31960","B","","BED & BREAKFAST","","","","","","","CA"
"5th Avenue Bed & Breakfast","702 5 Ave","Dawson","YT","Y0B","867-993-5941","152170","B","","MOTELS & HOTELS","","","","","","","CA"
"98 Hotel Ltd","","Whitehorse","YT","Y1A","867-667-2641","152170","B","N","MOTELS & HOTELS","","","","","","","CA"
"98 Hotel Ltd","","Whitehorse","YT","Y1A","867-667-2656","152170","B","N","MOTELS & HOTELS","","","","","","","CA"
"98 Hotel Ltd","","Whitehorse","YT","Y1A","867-668-3700","0","B","N","","","","","","","","CA"
"98 Hotel Ltd","","Whitehorse","YT","Y1A","867-668-7498","56030","B","N","CO-OPERATIVE ORGANIZATIONS","","","","","","","CA"
"98 Hotel Ltd","110 Wood St","Whitehorse","YT","Y1A","867-667-2641","152170","B","","MOTELS & HOTELS","","","","","","","CA"
"A & M Taxi","","Watson Lake","YT","Y0A","867-536-7057","0","B","N","","","","","","","","CA"
"A & W Restaurant","","Whitehorse","YT","Y1A","867-633-3967","703870","B","N","RESTAURANTS A & W","","","","","","","CA"
"A & W Restaurant","","Whitehorse","YT","Y1A","867-633-4579","703870","B","N","RESTAURANTS A & W","","","","","","","CA"
"A & W Restaurant","","Whitehorse","YT","Y1A","867-668-7696","703870","B","N","RESTAURANTS A & W","","","","","","","CA"
"A & W Restaurant","2222 2nd Ave","Whitehorse","YT","Y1A","867-633-3772","195251","B","","RESTAURANTS","","","","","","","CA"
"A & W Restaurant","2222 2nd Ave","Whitehorse","YT","Y1A","867-633-3772","703870","B","","RESTAURANTS A & W","","","","","","","CA"
"A 1 Acs Oil Burner Services Inc","","Whitehorse","YT","Y1A","867-633-4006","100060","B","N","FURNACE CLEANING & REPAIRING","","","","","","","CA"
"A 1 Acs Oil Burner Services Inc","","Whitehorse","YT","Y1A","867-633-4006","100200","B","N","FURNACES HEATING EQUIP & SUPLS","","","","","","","CA"
"A 1 Acs Oil Burner Services Inc","","Whitehorse","YT","Y1A","867-633-4006","102590","B","N","GAS BURNERS RETAIL","","","","","","","CA"
"A 1 Acs Oil Burner Services Inc","","Whitehorse","YT","Y1A","867-633-4006","114530","B","N","HEATING & VENTILATING CONTRACTORS","","","","","","","CA"
"A Change of Face","","Whitehorse","YT","Y1A","867-333-4884","0","B","N","","","","","","","","CA"
"A V Action Yukon Ltd","","Whitehorse","YT","Y1A","867-667-2446","246970","B","N","VIDEO PRODUCTION COMPANIES & SERVICES","","","","","","","CA"
"A V Action Yukon Ltd","204 Strickland St","Whitehorse","YT","Y1A","867-667-6222","11300","B","","ADVERTISING TELEVISION","","","","","","","CA"
"A V Action Yukon Ltd","204 Strickland St","Whitehorse","YT","Y1A","867-667-6222","23990","B","","AUDIO VISUAL PRODUCTION SVCS","","","","","","","CA"
"A V Action Yukon Ltd","204 Strickland St","Whitehorse","YT","Y1A","867-667-6222","246970","B","","VIDEO PRODUCTION COMPANIES & SERVICES","","","","","","","CA"
"A-1 Autobody","","Whitehorse","YT","Y1A","867-668-6299","26580","B","N","AUTO BODY REPAIR & PAINT","","","","","","","CA"
"A-1 Autobody","121 Galena Rd","Whitehorse","YT","Y1A","867-668-6288","26580","B","","AUTO BODY REPAIR & PAINT","","","","","","","CA"
"A-1 Autobody","121 Galena Rd","Whitehorse","YT","Y1A","867-668-6288","101750","B","","GARAGES AUTO REPAIRING","","","","","","","CA"
"A-1 Delivery","","Whitehorse","YT","Y1A","867-668-2393","0","B","N","","","","","","","","CA"
"A-1 Delivery","","Whitehorse","YT","Y1A","867-668-8140","258312","B","N","CARTAGE","","","","","","","CA"
"A-1 Delivery","","Whitehorse","YT","Y1A","867-668-8140","141290","B","N","MAILING SERVICES","","","","","","","CA"
"A-1 Delivery","","Whitehorse","YT","Y1A","867-668-8140","153940","B","N","MOVING & STORAGE","","","","","","","CA"
"A-1 Delivery","","Whitehorse","YT","Y1A","867-668-8140","239930","B","N","TRANSPORTATION SERVICES","","","","","","","CA"
"A-Line Buses Ltd","","Whitehorse","YT","Y1A","867-393-3390","42800","B","N","BUS CHARTER & RENTAL SERVICE","","","","","","","CA"
"A-Line Buses Ltd","27 Macdonald Rd","Whitehorse","YT","Y1A","867-633-2126","42800","B","","BUS CHARTER & RENTAL SERVICE","","","","","","","CA"
"Aasman Design Inc","","Whitehorse","YT","Y1A","867-633-6959","0","B","N","","","","","","","","CA"
"Aasman Design Inc","402 Hanson St","Whitehorse","YT","Y1A","867-668-5248","11320","B","","ADVERTISING AGENCIES & COUNSELORS","","","","","","","CA"
"Aasman Design Inc","402 Hanson St","Whitehorse","YT","Y1A","867-668-5248","258940","B","","ELECTRONIC COMMERCE","","","","","","","CA"
"Aasman Design Inc","402 Hanson St","Whitehorse","YT","Y1A","867-668-5248","108800","B","","GRAPHIC DESIGNERS","","","","","","","CA"
"Aasman Design Inc","402 Hanson St","Whitehorse","YT","Y1A","867-668-5248","143460","B","","MARKETING CONSULTANTS","","","","","","","CA"
"Aboriginal Head Start","","Watson Lake","YT","Y0A","867-536-7228","112370","B","N","HEAD START CENTERS","","","","","","","CA"
"Aboriginal Head Start","711 Frances Ave","Watson Lake","YT","Y0A","867-536-2165","47220","B","","CARPENTERS","","","","","","","CA"
"Aboriginal Headstart Program","1233 2 Ave","Dawson","YT","Y0B","867-993-5927","112370","B","","HEAD START CENTERS","","","","","","","CA"
"Aboriginal Labor Force Alliance","","Whitehorse","YT","Y1A","867-456-4956","0","B","N","","","","","","","","CA"
"Aboriginal Labor Force Alliance","307 Jarvis St","Whitehorse","YT","Y1A","867-456-4348","0","B","","","","","","","","","CA"
"Aboriginal Peoples Television Netw","4228A 4th Ave","Whitehorse","YT","Y1A","867-668-6122","232020","B","","TELEVISION BROADCASTING COMPANIES & STATIONS","","","","","","","CA"
"Absolute Security System","","Whitehorse","YT","Y1A","867-456-4955","262137","B","N",""BURGLAR ALARM SYSTEMS RESIDENTIAL, COMMERCIAL & INDUSTRIAL"","","","","","","","CA"
"Absolute Security System","","Whitehorse","YT","Y1A","867-456-4955","208120","B","N","SECURITY CONTROL EQUIP & SYSTEMS & MONITORING","","","","","","","CA"
"Access Mining Consultants Ltd","","Whitehorse","YT","Y1A","867-667-6680","150060","B","N","MINING CONSULTANTS","","","","","","","CA"
"Access Mining Consultants Ltd","151 Industrial Rd","Whitehorse","YT","Y1A","867-668-6463","85740","B","","ENVIRONMENTAL & ECOLOGICAL CONSULTANTS","","","","","","","CA"
"Access Mining Consultants Ltd","151 Industrial Rd","Whitehorse","YT","Y1A","867-668-6463","150060","B","","MINING CONSULTANTS","","","","","","","CA"
"Access To Information","","Whitehorse","YT","Y1A","867-393-6295","108010","B","N","GOVERNMENT OFFICES","","","","","","","CA"
"Access To Information","","Whitehorse","YT","Y1A","867-393-6916","108010","B","N","GOVERNMENT OFFICES","","","","","","","CA"
"Access To Information","","Whitehorse","YT","Y1A","867-393-7048","108010","B","N","GOVERNMENT OFFICES","","","","","","","CA"
"Access To Information","","Whitehorse","YT","Y1A","867-393-7460","108010","B","N","GOVERNMENT OFFICES","","","","","","","CA"
"Access To Information","","Whitehorse","YT","Y1A","867-667-5811","108010","B","N","GOVERNMENT OFFICES","","","","","","","CA"
"Access To Information","","Whitehorse","YT","Y1A","867-667-5812","108010","B","N","GOVERNMENT OFFICES","","","","","","","CA"
"Access To Information","","Whitehorse","YT","Y1A","867-667-8468","258330","B","N","COMPLAINT RESOLUTION SVCE","","","","","","","CA"
"Access To Information","","Whitehorse","YT","Y1A","867-667-8468","108010","B","N","GOVERNMENT OFFICES","","","","","","","CA"
"Access To Information","","Whitehorse","YT","Y1A","867-667-8469","108010","B","N","GOVERNMENT OFFICES","","","","","","","CA"
"Acklands-Grainger Inc","","Whitehorse","YT","Y1A","867-667-6660","122940","B","N","INDUSTRIAL EQUIP & SUPLS","","","","","","","CA"
"Acklands-Grainger Inc","","Whitehorse","YT","Y1A","867-667-6660","200560","B","N","SAFETY EQUIP & CLOTHING","","","","","","","CA"
"Acklands-Grainger Inc","","Whitehorse","YT","Y1A","867-667-6661","122940","B","N","INDUSTRIAL EQUIP & SUPLS","","","","","","","CA"
"Acorn Radiator","","Whitehorse","YT","Y1A","867-668-7267","0","B","N","","","","","","","","CA"
"Acorn Radiator","26 Macdonald Rd","Whitehorse","YT","Y1A","867-667-2801","24660","B","","AUTO REPAIR","","","","","","","CA"
"Acorn Radiator","26 Macdonald Rd","Whitehorse","YT","Y1A","867-667-2801","39460","B","","BRAKE SVC & REPAIR","","","","","","","CA"
"Acorn Radiator","26 Macdonald Rd","Whitehorse","YT","Y1A","867-667-2801","154260","B","","MUFFLERS & EXHAUST SYSTEMS","","","","","","","CA"
"Acorn Radiator","26 Macdonald Rd","Whitehorse","YT","Y1A","867-667-2801","212140","B","","SHOCK ABSORBERS & STRUTS","","","","","","","CA"
"Acs Oil Burner Services Inc","","Whitehorse","YT","Y1A","867-633-4006","100060","B","N","FURNACE CLEANING & REPAIRING","","","","","","","CA"
"Acs Oil Burner Services Inc","","Whitehorse","YT","Y1A","867-633-4006","100200","B","N","FURNACES HEATING EQUIP & SUPLS","","","","","","","CA"
"Acs Oil Burner Services Inc","","Whitehorse","YT","Y1A","867-633-4006","102590","B","N","GAS BURNERS RETAIL","","","","","","","CA"
"Acs Oil Burner Services Inc","","Whitehorse","YT","Y1A","867-633-4006","114530","B","N","HEATING & VENTILATING CONTRACTORS","","","","","","","CA"
"Action Communications Centre","","Whitehorse","YT","Y1A","867-668-2633","0","B","N","","","","","","","","CA"
"Action Communications Centre","208 Strickland St","Whitehorse","YT","Y1A","867-633-7200","70290","B","","DATA COMMUNICATIONS EQUIP & SYSTEMS","","","","","","","CA"
"Action Communications Centre","208 Strickland St","Whitehorse","YT","Y1A","867-633-7200","123290","B","","INFORMATION BUREAUS & SERVICES","","","","","","","CA"
"Action Communications Centre","208 Strickland St","Whitehorse","YT","Y1A","867-633-7200","186020","B","","PUBLISHERS DESKTOP","","","","","","","CA"
"Action Communications Centre","208 Strickland St","Whitehorse","YT","Y1A","867-633-7200","231270","B","","TELEPHONES MESSAGE SERVICES","","","","","","","CA"
"Action Communications Centre","208 Strickland St","Whitehorse","YT","Y1A","867-633-7200","256670","B","","WORD PROCESSING SERVICES","","","","","","","CA"
"Action Towing","","Whitehorse","YT","Y1A","867-667-6998","26690","B","N","AUTO WRECKING & RECYCLING","","","","","","","CA"
"Action Towing","","Whitehorse","YT","Y1A","867-667-6998","237500","B","N","TOWING SERVICES","","","","","","","CA"
"Active Interiors Limited","","Whitehorse","YT","Y1A","867-633-3306","0","B","N","","","","","","","","CA"
"Active Interiors Limited","","Whitehorse","YT","Y1A","867-668-7863","0","B","N","","","","","","","","CA"
"Address Change","","Whitehorse","YT","Y1A","867-393-6295","108010","B","N","GOVERNMENT OFFICES","","","","","","","CA"
"Address Change","","Whitehorse","YT","Y1A","867-393-7460","108010","B","N","GOVERNMENT OFFICES","","","","","","","CA"
"Address Change","","Whitehorse","YT","Y1A","867-667-5811","108010","B","N","GOVERNMENT OFFICES","","","","","","","CA"
"Address Change","","Whitehorse","YT","Y1A","867-667-5812","108010","B","N","GOVERNMENT OFFICES","","","","","","","CA"
"Adoption","","Whitehorse","YT","Y1A","867-393-6204","108010","B","N","GOVERNMENT OFFICES","","","","","","","CA"
"Adoption","","Whitehorse","YT","Y1A","867-667-3002","108010","B","N","GOVERNMENT OFFICES","","","","","","","CA"
"Adoption","","Whitehorse","YT","Y1A","867-667-3002","216940","B","N","SOCIAL & HUMAN SERVICES ORGANIZATIONS","","","","","","","CA"
"Adorna Flowers & Landscaping Ltd","","Whitehorse","YT","Y1A","867-668-4960","0","B","N","","","","","","","","CA"
"Adorna Flowers & Landscaping Ltd","","Whitehorse","YT","Y1A","867-668-5132","0","B","N","","","","","","","","CA"
"Adorna Flowers & Landscaping Ltd","91810 Alaska Hwy","Whitehorse","YT","Y1A","867-668-4959","63150","B","","CONTRACTORS EQUIP & SUPLS","","","","","","","CA"
"Adorna Flowers & Landscaping Ltd","91810 Alaska Hwy","Whitehorse","YT","Y1A","867-668-4959","102190","B","","GARDEN CENTERS","","","","","","","CA"
"Adorna Flowers & Landscaping Ltd","91810 Alaska Hwy","Whitehorse","YT","Y1A","867-668-4959","132550","B","","LANDSCAPE CONTRACTORS & DESIGNERS","","","","","","","CA"
"Adult Probation","","Watson Lake","YT","Y0A","867-536-7565","108010","B","N","GOVERNMENT OFFICES","","","","","","","CA"
"Adult Probation","","Watson Lake","YT","Y0A","867-536-7603","108010","B","N","GOVERNMENT OFFICES","","","","","","","CA"
"Adult Probation","","Mayo","YT","Y0B","867-996-2294","108010","B","N","GOVERNMENT OFFICES","","","","","","","CA"
"Adult Probation","","Mayo","YT","Y0B","867-996-2432","108010","B","N","GOVERNMENT OFFICES","","","","","","","CA"
"Adult Probation","","Whitehorse","YT","Y1A","867-667-3446","108010","B","N","GOVERNMENT OFFICES","","","","","","","CA"
"Adult Probation","","Whitehorse","YT","Y1A","867-667-5231","108010","B","N","GOVERNMENT OFFICES","","","","","","","CA"
"Adult Warehouse The","","Whitehorse","YT","Y1A","867-667-2079","0","B","N","","","","","","","","CA"
"Adult Warehouse The","211 Black St","Whitehorse","YT","Y1A","867-668-7326","210640","B","","SEX SHOPS","","","","","","","CA"
"Advanced Construction & Asphalt","","Whitehorse","YT","Y1A","867-633-4055","41230","B","N","BUILDERS & CONTRACTORS","","","","","","","CA"
"Advanced Construction & Asphalt","","Whitehorse","YT","Y1A","867-633-4055","168260","B","N","PAVING CONTRACTORS & CONSTRUCTION","","","","","","","CA"
"Advanced Construction & Asphalt","","Whitehorse","YT","Y1A","867-668-1248","0","B","N","","","","","","","","CA"
"Advanced Drilling","184 Industrial Rd","Whitehorse","YT","Y1A","867-667-6435","269499","B","","WELL DRILLING CONTRACTORS","","","","","","","CA"
"Advantage Whitehorse Travel","212 Lambert St","Whitehorse","YT","Y1A","867-668-5599","14620","B","","AIRLINE TICKET AGENCIES","","","","","","","CA"
"Advantage Whitehorse Travel","212 Lambert St","Whitehorse","YT","Y1A","867-668-5599","240140","B","","TRAVEL AGENCIES & BUREAUS","","","","","","","CA"
"Aeroguard Inc","","Whitehorse","YT","Y1A","867-393-3556","0","B","N","","","","","","","","CA"
"Aeroguard Inc","","Whitehorse","YT","Y1A","867-393-3558","0","B","N","","","","","","","","CA"
"Afab Enterprises","","Whitehorse","YT","Y1A","867-668-3945","198840","B","N","ROOFING CONTRACTORS","","","","","","","CA"
"Afab Enterprises","","Whitehorse","YT","Y1A","867-668-3946","198840","B","N","ROOFING CONTRACTORS","","","","","","","CA"
"Agriculture","","Whitehorse","YT","Y1A","867-393-6222","108010","B","N","GOVERNMENT OFFICES","","","","","","","CA"
"Agriculture","","Whitehorse","YT","Y1A","867-667-3372","108010","B","N","GOVERNMENT OFFICES","","","","","","","CA"
"Agriculture","","Whitehorse","YT","Y1A","867-667-3391","108010","B","N","GOVERNMENT OFFICES","","","","","","","CA"
"Agriculture","","Whitehorse","YT","Y1A","867-667-5272","108010","B","N","GOVERNMENT OFFICES","","","","","","","CA"
"Agriculture","","Whitehorse","YT","Y1A","867-667-5838","108010","B","N","GOVERNMENT OFFICES","","","","","","","CA"
"Aids Information","","Whitehorse","YT","Y1A","867-633-2437","12630","B","N","AIDS HIV EDUCATIONAL REFERRAL & SUPPORT SVCS","","","","","","","CA"
"Aids Information","","Whitehorse","YT","Y1A","867-633-2437","108010","B","N","GOVERNMENT OFFICES","","","","","","","CA"
"Aids Information","","Whitehorse","YT","Y1A","867-633-2447","108010","B","N","GOVERNMENT OFFICES","","","","","","","CA"
"Aids Information","","Whitehorse","YT","Y1A","867-667-8323","54660","B","N","CLINICS & MEDICAL CENTERS","","","","","","","CA"
"Aids Information","","Whitehorse","YT","Y1A","867-667-8323","108010","B","N","GOVERNMENT OFFICES","","","","","","","CA"
"Aids Information","","Whitehorse","YT","Y1A","867-667-8349","108010","B","N","GOVERNMENT OFFICES","","","","","","","CA"
"Air Cadets 551 Squadron","4181 4th Ave","Whitehorse","YT","Y1A","867-633-3378","0","B","","","","","","","","","CA"
"Air Canada","","Whitehorse","YT","Y1A","867-668-4466","703377","B","N","AIR CANADA AIRLINES","","","","","","","CA"
"Air Canada","","Whitehorse","YT","Y1A","867-668-5703","703377","B","N","AIR CANADA AIRLINES","","","","","","","CA"
"Air North Yukon's Airline","","Dawson","YT","Y0B","867-993-2332","0","B","N","","","","","","","","CA"
"Air North Yukon's Airline","","Dawson","YT","Y0B","867-993-5110","14600","B","N","AIRLINE SERVICES","","","","","","","CA"
"Air North Yukon's Airline","","Dawson","YT","Y0B","867-993-5163","0","B","N","","","","","","","","CA"
"Air North Yukon's Airline","","Old Crow","YT","Y0B","867-966-3115","14600","B","N","AIRLINE SERVICES","","","","","","","CA"
"Air North Yukon's Airline","","Old Crow","YT","Y0B","867-966-3603","0","B","N","","","","","","","","CA"
"Air North Yukon's Airline","","Whitehorse","YT","Y1A","867-668-3106","0","B","N","","","","","","","","CA"
"Air North Yukon's Airline","","Whitehorse","YT","Y1A","867-668-6224","0","B","N","","","","","","","","CA"
"Air North Yukon's Airline","150 Condor Rd","Whitehorse","YT","Y1A","867-668-2228","12690","B","","AIR CARGO & PACKAGE EXPRESS SVC","","","","","","","CA"
"Air North Yukon's Airline","150 Condor Rd","Whitehorse","YT","Y1A","867-668-2228","13870","B","","AIRCRAFT CHARTER RENTAL & LEASING SVC","","","","","","","CA"
"Air North Yukon's Airline","150 Condor Rd","Whitehorse","YT","Y1A","867-668-2228","14600","B","","AIRLINE SERVICES","","","","","","","CA"
"Airline Inn","16 Burns Rd","Whitehorse","YT","Y1A","867-668-4400","64640","B","","CONVENIENCE STORES","","","","","","","CA"
"Airline Inn","16 Burns Rd","Whitehorse","YT","Y1A","867-668-4400","152170","B","","MOTELS & HOTELS","","","","","","","CA"
"Airliner Convenience Store & Husky G","","Whitehorse","YT","Y1A","867-668-2641","64640","B","N","CONVENIENCE STORES","","","","","","","CA"
"Airliner Convenience Store & Husky G","16 Burns Rd","Whitehorse","YT","Y1A","867-668-4440","64640","B","","CONVENIENCE STORES","","","","","","","CA"
"Airport Chalet","","Whitehorse","YT","Y1A","867-668-2173","0","B","N","","","","","","","","CA"
"Airport Chalet","91634 Alaska Hwy","Whitehorse","YT","Y1A","867-668-2166","119070","B","",""HOTELS & MOTELS, ETC. RESERVATIONS"","","","","","","","CA"
"Airport Chalet","91634 Alaska Hwy","Whitehorse","YT","Y1A","867-668-2166","152170","B","","MOTELS & HOTELS","","","","","","","CA"
"Airport Store","","Whitehorse","YT","Y1A","867-393-4442","0","B","N","","","","","","","","CA"
"Airport Store","75 Barley Grow Cres","Whitehorse","YT","Y1A","867-393-4477","104770","B","","GIFTS","","","","","","","CA"
"Airports","","Teslin","YT","Y0A","867-390-2525","108010","B","N","GOVERNMENT OFFICES","","","","","","","CA"
"Airports","","Teslin","YT","Y0A","867-390-2528","108010","B","N","GOVERNMENT OFFICES","","","","","","","CA"
"Airports","","Watson Lake","YT","Y0A","867-536-2905","108010","B","N","GOVERNMENT OFFICES","","","","","","","CA"
"Airports","","Watson Lake","YT","Y0A","867-536-7803","108010","B","N","GOVERNMENT OFFICES","","","","","","","CA"
"Airports","Gd","Beaver Creek","YT","Y0B","867-862-7123","108010","B","N","GOVERNMENT OFFICES","","","","","","","CA"
"Airports","Gd","Beaver Creek","YT","Y0B","867-862-7282","108010","B","N","GOVERNMENT OFFICES","","","","","","","CA"
"Airports","","Burwash Landing","YT","Y0B","867-841-4242","108010","B","N","GOVERNMENT OFFICES","","","","","","","CA"
"Airports","","Burwash Landing","YT","Y0B","867-841-5903","108010","B","N","GOVERNMENT OFFICES","","","","","","","CA"
"Airports","","Dawson","YT","Y0B","867-993-5338","108010","B","N","GOVERNMENT OFFICES","","","","","","","CA"
"Airports","","Dawson","YT","Y0B","867-993-6481","108010","B","N","GOVERNMENT OFFICES","","","","","","","CA"
"Airports","","Faro","YT","Y0B","867-994-2791","14740","B","N","AIRPORTS","","","","","","","CA"
"Airports","","Faro","YT","Y0B","867-994-2791","108010","B","N","GOVERNMENT OFFICES","","","","","","","CA"
"Airports","","Faro","YT","Y0B","867-994-2792","108010","B","N","GOVERNMENT OFFICES","","","","","","","CA"
"Airports","","Haines Junction","YT","Y0B","867-634-2131","108010","B","N","GOVERNMENT OFFICES","","","","","","","CA"
"Airports","","Haines Junction","YT","Y0B","867-634-2450","108010","B","N","GOVERNMENT OFFICES","","","","","","","CA"
"Airports","","Mayo","YT","Y0B","867-996-2134","108010","B","N","GOVERNMENT OFFICES","","","","","","","CA"
"Airports","","Mayo","YT","Y0B","867-996-2334","108010","B","N","GOVERNMENT OFFICES","","","","","","","CA"
"Airports","","Old Crow","YT","Y0B","867-966-3425","108010","B","N","GOVERNMENT OFFICES","","","","","","","CA"
"Airports","","Old Crow","YT","Y0B","867-966-3511","108010","B","N","GOVERNMENT OFFICES","","","","","","","CA"
"Airports","","Whitehorse","YT","Y1A","867-667-8440","108010","B","N","GOVERNMENT OFFICES","","","","","","","CA"
"Airports","","Whitehorse","YT","Y1A","867-667-8446","108010","B","N","GOVERNMENT OFFICES","","","","","","","CA"
"Ajax Industrial Equipment & Sup","","Whitehorse","YT","Y1A","867-668-7568","0","B","N","","","","","","","","CA"
"Ajax Industrial Equipment & Sup","143B Industrial Rd","Whitehorse","YT","Y1A","867-667-4800","122940","B","","INDUSTRIAL EQUIP & SUPLS","","","","","","","CA"
"Ajax Industrial Equipment & Sup","143B Industrial Rd","Whitehorse","YT","Y1A","867-667-4800","200560","B","","SAFETY EQUIP & CLOTHING","","","","","","","CA"
"Ajax Steel Ltd","","Whitehorse","YT","Y1A","867-668-7568","0","B","N","","","","","","","","CA"
"Ajax Steel Ltd","143 Industrial Rd","Whitehorse","YT","Y1A","867-667-7841","222140","B","","STEEL DISTRIBUTORS & SERVICE CENTERS","","","","","","","CA"
"Alanon","","Whitehorse","YT","Y1A","867-667-7142","0","B","N","","","","","","","","CA"
"Alaska Direct Bus Line Inc","","Whitehorse","YT","Y1A","867-667-7411","42910","B","N","BUS TRANSPORTATION","","","","","","","CA"
"Alaska Direct Bus Line Inc","509 Main St","Whitehorse","YT","Y1A","867-668-4833","42910","B","","BUS TRANSPORTATION","","","","","","","CA"
"Alaska Highway Aboriginal Pipe","","Whitehorse","YT","Y1A","867-456-4328","0","B","N","","","","","","","","CA"
"Alaska Highway Aboriginal Pipe","","Whitehorse","YT","Y1A","867-456-7314","0","B","N","","","","","","","","CA"
"Alaska Highway Towing & Recovery","","Whitehorse","YT","Y1A","867-456-8697","237480","B","N","TOWING EQUIP AUTOMOTIVE","","","","","","","CA"
"Alaska Highway Towing & Recovery","","Whitehorse","YT","Y1A","867-456-8697","237500","B","N","TOWING SERVICES","","","","","","","CA"
"Albrico Services Ltd","","Whitehorse","YT","Y1A","867-633-6743","124080","B","N","INSULATION CONTRACTORS","","","","","","","CA"
"Albrico Services Ltd","5 Marigold Pl","Whitehorse","YT","Y1A","867-633-6425","124080","B","","INSULATION CONTRACTORS","","","","","","","CA"
"Alcan Adjusters Inc","","Whitehorse","YT","Y1A","867-668-4889","125190","B","N","INSURANCE CLAIM PROCESSING SERVICES","","","","","","","CA"
"Alcan Adjusters Inc","1114 1st Ave","Whitehorse","YT","Y1A","867-668-4888","18120","B","","APPRAISERS","","","","","","","CA"
"Alcan Adjusters Inc","1114 1st Ave","Whitehorse","YT","Y1A","867-668-4888","125190","B","","INSURANCE CLAIM PROCESSING SERVICES","","","","","","","CA"
"Alcan Motor Inn & Lounge","","Haines Junction","YT","Y0B","867-634-2833","0","B","N","","","","","","","","CA"
"Alcan Motor Inn & Lounge","","Haines Junction","YT","Y0B","867-634-2917","0","B","N","","","","","","","","CA"
"Alcan Motor Inn & Lounge","PO Box 5460","Haines Junction","YT","Y0B","867-634-2371","152170","B","","MOTELS & HOTELS","","","","","","","CA"
"Alcan Motor Inn & Lounge","PO Box 5460","Haines Junction","YT","Y0B","867-634-2371","237190","B","","TOURIST ACCOMMODATIONS","","","","","","","CA"
"Alcan Moving Systems","","Whitehorse","YT","Y1A","867-633-5784","141290","B","N","MAILING SERVICES","","","","","","","CA"
"Alcan Moving Systems","","Whitehorse","YT","Y1A","867-633-5784","153940","B","N","MOVING & STORAGE","","","","","","","CA"
"Alcohol & Drug Abuse Counselling Off","","Mayo","YT","Y0B","867-996-2311","14930","B","N","ALCOHOLISM & DRUG ABUSE INFORMATION & TREATMENT CENTERS","","","","","","","CA"
